HJ&B Group Ltd,2000-09-05
Vantage Intl(Hldgs)Ltd,2000-09-05
Web shareshop (holdings) Plc,2000-09-05
Jiangsu Hengrui Medicine Co,2000-09-05
Crealogix Holding AG,2000-09-06
Data & Commerce Ltd,2000-09-06
Digit Inc,2000-09-06
Grace Corp,2000-09-06
Itoi Corp,2000-09-06
NextCom KK,2000-09-06
Sichuan Chemical Co Ltd,2000-09-06
Tabassum International Ltd,2000-09-06
Systems Engineering Laboratory,2000-09-06
tecc-IS PLC,2000-09-06
TD Split Inc,2000-09-07
Cyber Communications Inc,2000-09-08
Eurodrip SA,2000-09-08
Noda Screen Co Ltd,2000-09-08
SW Kingsway Capital Hldg Ltd,2000-09-08
SAP Systems Integration AG,2000-09-08
Shandong Airlines Co Ltd,2000-09-08
Autowave Co Ltd,2000-09-11
Fjord Seafood ASA,2000-09-11
Master.com Software Ltd,2000-09-11
Shine Computech Ltd,2000-09-11
Uecomm Ltd,2000-09-11
Cawachi Ltd,2000-09-12
Clarity International Ltd,2000-09-12
Dream Train Internet Inc,2000-09-12
Hiolle Industries SA,2000-09-12
Henan Lingrui Pharm Co Ltd,2000-09-12
ImageONE Co Ltd,2000-09-12
Intec Communications Inc,2000-09-12
Kansai Mining Corp,2000-09-12
CyberLink Corp,2000-09-13
Evermore Chem Ind Co Ltd,2000-09-13
Jobline International AB,2000-09-13
pgam Advanced Technologies AG,2000-09-13
Qianjiang Water Resources Dvlp,2000-09-13
Changsha Zoomlion Heavy Ind,2000-09-13
AudioDev AB,2000-09-14
Technology & Internet Ppty,2000-09-14
Henderson European MicroTrust,2000-09-14
Magnetic Minerals Ltd,2000-09-14
Media Square PLC,2000-09-14
Project Telecom PLC,2000-09-14
Twin Cities Infotech Ltd,2000-09-14
Australian Visual Commun Ltd,2000-09-15
Greatek Electronics Inc,2000-09-15
Systran SA,2000-09-15
Chiles Offshore Inc,2000-09-18
Citadel Securix Ltd,2000-09-18
National 1 Ltd,2000-09-18
Octagon Consolidated Bhd,2000-09-18
Sinphar Pharmaceutical Co Ltd,2000-09-18
Starpharma Pooled Development,2000-09-18
Visie Cyber Tech Ltd,2000-09-18
Weikeng Industrial Co Ltd,2000-09-18
caatoosee AG,2000-09-19
Chengde Dixian Textile Co Ltd,2000-09-19
Commsoft Group Ltd,2000-09-19
Fairview Capital Corp,2000-09-19
FiberQuest Networks Corp,2000-09-19
GAP AG,2000-09-19
XTL Biopharmaceuticals Ltd,2000-09-19
ViryaNet Ltd,2000-09-19
ARC International PLC,2000-09-20
Goose River Capital Inc,2000-09-20
Hughes Tele.com(India)Ltd,2000-09-20
I-Net Venture Capital Trust,2000-09-20
Lambda Physik AG,2000-09-20
Micropole,2000-09-20
OmniSky Corp,2000-09-20
Onyx Acquisition Corp,2000-09-20
TTM Technologies Inc,2000-09-20
Waratah Pharmaceuticals Inc,2000-09-20
WizOffice.com Ltd,2000-09-20
World Travel Holdings PLC,2000-09-20
Zengine Inc,2000-09-20
Airow PLC(Delphic),2000-09-21
Asahi National Broadcasting Co,2000-09-21
Bits Corp PLC,2000-09-21
Curon Medical Inc,2000-09-21
Dechra Pharmaceuticals PLC,2000-09-21
Dynetek Industries Ltd,2000-09-21
Exeter Smaller Companies,2000-09-21
Fusion Oil & Gas PLC,2000-09-21
Informatis Technology Systems,2000-09-21
INRANGE Technologies Corp,2000-09-21
Oizumi Corp,2000-09-21
Stratatel Ltd,2000-09-21
Taiyuan Chemical Industry Co,2000-09-21
BrainPower,2000-09-22
COM6 SA,2000-09-22
Cryonetworks(Cryo),2000-09-22
Galaxy Multimedia Ltd,2000-09-22
Orbis AG,2000-09-22
Winter AG,2000-09-22
ASE Group,2000-09-25
Beltton Yhtiot Oyj,2000-09-25
Forthnet SA,2000-09-25
CoSine Communications Inc,2000-09-25
Essel Software&Services Ltd,2000-09-25
Fujitsu BSC,2000-09-25
Geekay Imaging Ltd,2000-09-25
Hup Seng Industries Bhd,2000-09-25
Indian Overseas Bank,2000-09-25
MRO-Tek Ltd,2000-09-25
Pro Medicus Ltd,2000-09-25
Siris Soft Ltd,2000-09-25
Space Shuttle Hi-Tech Co Ltd,2000-09-25
Access West Capital Corp,2000-09-26
Baden Technologies Inc,2000-09-26
Coretec Inc,2000-09-26
Dan Co Ltd,2000-09-26
Difintel-Micro,2000-09-26
e-Quisitions Inc,2000-09-26
EDEN Bioscience Corp,2000-09-26
Fujitomi Co Ltd,2000-09-26
Impress Corp,2000-09-26
MPC AG,2000-09-26
NEC Machinery Corp,2000-09-26
OSK Asia Corporation Ltd,2000-09-26
Pritish Nandy Commun Ltd,2000-09-26
Southern Energy Inc,2000-09-26
Tips Industries Limited,2000-09-26
X-Tech Innovations Inc,2000-09-26
AvantGo Inc,2000-09-27
DURECT Corp,2000-09-27
FTV Group Plc,2000-09-27
Grupo Aeroportuario del,2000-09-27
Hubwoo SA,2000-09-27
Hydril Co LP,2000-09-27
Music Choice Ltd,2000-09-27
NWP Holdings Bhd,2000-09-27
Pure Lean Inc,2000-09-27
Raft International PLC,2000-09-27
Sim Lian Group Ltd,2000-09-27
Sino Biopharmaceutical Ltd,2000-09-27
Tokyo Financial Planners Co,2000-09-27
University of Phoenix Online,2000-09-27
Akshay Fiscal Services Ltd,2000-09-28
At Road Inc,2000-09-28
Ciphergen Biosystems Inc,2000-09-28
Docent Inc,2000-09-28
Elastic Networks Inc,2000-09-28
Faraday Technology Corp,2000-09-28
General Environmental,2000-09-28
ASUR,2000-09-28
Head NV,2000-09-28
IQMS Software Ltd,2000-09-28
Proton Energy Systems Inc,2000-09-28
Simple Technology Inc,2000-09-28
TransEDA PLC,2000-09-28
Vastera Inc,2000-09-28
Consort NT SA,2000-09-29
Docent Inc,2000-09-29
E-GO Systems plc,2000-09-29
Genomica Corp,2000-09-29
Investimentos e Participacoes,2000-09-29
Opto Circuits(India)Ltd,2000-09-29
Simple Technology Inc,2000-09-29
Synigence Plc,2000-09-29
TC Unterhaltungselektronik AG,2000-09-29
Toshin Corp,2000-09-29
Wilson Greatbatch Tech Inc,2000-09-29
MHC Plantations Bhd,2000-09-30
Royal Clicks Ltd,2000-09-30
Tamedia AG,2000-09-30
Asia Optical Co Inc,2000-10-01
Mass Transit Railway Corp,2000-10-01
InforMax Inc,2000-10-02
CosmOTE,2000-10-03
E-centives Inc,2000-10-03
Essemm Information Systems Ltd,2000-10-03
Mediagrif Interactive Tech Inc,2000-10-03
Adygeya Cellular,2000-10-03
Advanced Switching Com Inc,2000-10-04
Coach Inc,2000-10-04
Cordova Industries Ltd,2000-10-04
ID Data PLC,2000-10-04
Kirklees Capital Inc,2000-10-04
New Skies Satellites NV,2000-10-04
Oasis Infotech Limited,2000-10-04
Oplink Communications Inc,2000-10-04
Syzygy Deutschland GmbH,2000-10-04
TNPC Inc,2000-10-04
Tung Kai Tech Engineering Co,2000-10-04
Banpresto Co Ltd,2000-10-05
DesignEXchange Co Ltd,2000-10-05
FDC Products(Asti Corp),2000-10-05
Innobox PLC,2000-10-05
IsoTis NV,2000-10-05
Keika Express Co Ltd,2000-10-05
Kosan Biosciences Inc,2000-10-05
Musicunsigned Holdings PLC,2000-10-05
Pro-AMS US Trust,2000-10-05
Solaronics Technologies,2000-10-05
Stuart Energy Systems Corp,2000-10-05
WMRC PLC,2000-10-05
ad pepper media International,2000-10-06
Citadel S-1 Income Trust Fund,2000-10-06
Datamat Ingegneria dei Sistemi,2000-10-06
International Trading Corp,2000-10-06
Kanemi Co Ltd,2000-10-06
North American Palladium Ltd,2000-10-06
Prospex Interactive Ltd,2000-10-06
Private Equity Performance AG,2000-10-06
TTP Communications PLC,2000-10-06
Asia Global Crossing Ltd,2000-10-06
Vitaminic SpA,2000-10-07
Data Service SpA,2000-10-08
HeiTech Padu Bhd,2000-10-09
Platinum Australia Ltd,2000-10-09
Sportscard Group PLC,2000-10-09
Acty21 Co Ltd,2000-10-10
DFNN,2000-10-10
Dalian Merro Pharm Co Ltd,2000-10-10
Eniro AB,2000-10-10
GBM Fondo De Instrumentos,2000-10-10
I-Wood International Hldg Ltd,2000-10-10
Larkfield Capital Corp,2000-10-10
Ningbo Yunsheng(Group)Co Ltd,2000-10-10
Pozen Inc,2000-10-10
Qualiflow SA,2000-10-10
SNL Enterprises Ltd,2000-10-10
SkyNetGlobal Ltd,2000-10-10
W-H Energy Services Inc,2000-10-10
Watson Wyatt & Co Holdings,2000-10-10
Genmab A/S,2000-10-10
American Monthly Income Trust,2000-10-11
Bank Arta Niaga Kencana PT,2000-10-11
Chongqing Jiulong Elec Power,2000-10-11
Clarity Telecom Networking Inc,2000-10-11
Financial Services Income,2000-10-11
Internet Incubator PLC,2000-10-11
Introgen Therapeutics Inc,2000-10-11
Millennium Ventures Ltd,2000-10-11
Orbital Software,2000-10-11
Qualiflow SA,2000-10-11
Ratchaburi Elec Generating,2000-10-11
SFBC International Inc,2000-10-11
SKY Perfect Communications Inc,2000-10-11
Sun East Technology Hldg Ltd,2000-10-11
Trinidad Drilling Ltd,2000-10-11
Upbest Group Ltd,2000-10-11
Watson Wyatt & Co Holdings,2000-10-11
Hiraga Co Ltd,2000-10-12
Hollingfield Capital Corp,2000-10-12
Hotham Wines Ltd,2000-10-12
OMI Ltd,2000-10-12
Orc Software AB,2000-10-12
Sufoma Co Ltd,2000-10-12
Synplicity Inc,2000-10-12
"Waypoint Financial Corp,PA",2000-10-12
China Petroleum & Chem Corp,2000-10-12
AS Company SA,2000-10-13
AlintaGas Ltd,2000-10-13
CCPC Biotech Inc,2000-10-13
CyberChina Holdings Plc,2000-10-13
Enfida(Marseillaise de Credit),2000-10-13
i-cf Inc,2000-10-13
Lighthouse Group PLC,2000-10-13
NeoNet AB,2000-10-13
Balsam Ventures Inc,2000-10-16
Dynac Corp,2000-10-16
Golden Goliath Resources Ltd,2000-10-16
Itis,2000-10-16
Jean Co Ltd,2000-10-16
Little Mountain Resources Ltd,2000-10-16
nCipher PLC,2000-10-16
Novuspharma SpA,2000-10-16
Red Oak Trail Corp,2000-10-16
Regus Group PLC,2000-10-16
Roland DG Corp,2000-10-16
Town Health Intl Hldgs Ltd,2000-10-16
Yeoman Group PLC,2000-10-16
Yumemitsuketai Co Ltd,2000-10-16
Active Alliance Inc,2000-10-17
Collins Stewart Ltd,2000-10-17
Damaris SACA,2000-10-17
Endwave Corp,2000-10-17
Guangdong Rieys Co Ltd,2000-10-17
HeartLink Canada (1999) Inc,2000-10-17
IXIA,2000-10-17
Intercedent Ventures Ltd,2000-10-17
Metrovias SA,2000-10-17
Monsanto Co,2000-10-17
Stockford Ltd,2000-10-17
Whittle Technology Ltd,2000-10-17
Growth Ppty Invest Ltd,2000-10-18
BB Biotech AG,2000-10-18
Delcath Systems Inc,2000-10-18
IT & T Limited,2000-10-18
Independent Investment Co PLC,2000-10-18
Kim Loong Resources Bhd,2000-10-18
Merrill Lynch New Energy,2000-10-18
Prosoft Systems Limited,2000-10-18
SVM OFEX FUND,2000-10-18
AWD Holding AG,2000-10-18
AboCom Systems Inc,2000-10-19
Applied Component Tech Corp,2000-10-19
Coletica SA,2000-10-19
Datalex(Datalex PLC),2000-10-19
Digital Bros SpA,2000-10-19
Dwyka Diamonds Ltd,2000-10-19
Innovonics Ltd,2000-10-19
LeggMason Investors Asset,2000-10-19
LCA Japan,2000-10-19
Lombard Medical PLC,2000-10-19
Paperpack Tsoukaridis J SA,2000-10-19
US Growth and Income Fund,2000-10-19
Vision Organics Limited,2000-10-19
Westport Resources Corp,2000-10-19
Wipro Ltd,2000-10-19
Alcatel Optronics,2000-10-20
European Growth & Income Trust,2000-10-20
Hard Off Corp Co Ltd,2000-10-20
Investec European Trust LTD,2000-10-20
Pharmagest Inter@ctive SA,2000-10-20
Barton Bay Resources Inc,2000-10-23
CAD IT SpA,2000-10-23
Chrome Technology,2000-10-23
ETick Ltd,2000-10-23
Anhui Xinke New Materials Co,2000-10-24
RG Capital Radio Ltd,2000-10-24
Claims People Group PLC,2000-10-24
InfoGenie Europe AG,2000-10-24
Recoletos Grupo Comunicacion,2000-10-24
Rimo Catur Lestari,2000-10-24
Shandong Chenming Paper Hldgs,2000-10-24
Synfosys Business Solutions,2000-10-24
CI Income Fund Plc,2000-10-25
Count Financial Ltd,2000-10-25
MobileFuture PLC,2000-10-25
Oricon Direct Digital Inc,2000-10-25
Utek Corp,2000-10-25
Guangxi Wuzhou Zhongheng Grp,2000-10-25
Crucell NV,2000-10-26
Devx Energy Inc,2000-10-26
Hydrogenics Corp,2000-10-26
Lyrtech Inc,2000-10-26
Macondray Plastics Inc,2000-10-26
MediChem Life Sciences Inc,2000-10-26
Vogiatzoglou Systems SA,2000-10-26
Balaji Telefilms Ltd,2000-10-27
Jilin Wuhua Group Co Ltd,2000-10-27
Borussia Dortmund GmbH & Co,2000-10-27
"Sun Bancshares Inc,SC",2000-10-27
Takachiho Koheki Co Ltd,2000-10-27
Camelot AG,2000-10-29
Advance Visual Communications,2000-10-30
Bede Scientific Instruments,2000-10-30
Gamesa,2000-10-30
Integrated Research Ltd,2000-10-30
Qian Hu Corp Ltd,2000-10-30
Royal London Growth VCT,2000-10-30
Tong Ren Tang Tech Co Ltd,2000-10-30
Australian Energy Ltd,2000-10-31
CryoCath Technologies Inc,2000-10-31
Tods SpA,2000-10-31
Charteris PLC,2000-11-01
Daheng New Epoch Tech Inc,2000-11-01
Energy Partners Ltd,2000-11-01
Evergreen Solar Inc,2000-11-01
Gartmore Absolute Growth,2000-11-01
Navan Capital Corp,2000-11-01
Qinghai Huading Indl Co Ltd,2000-11-01
SONiX Technology Co Ltd,2000-11-01
syskoplan AG,2000-11-01
Aztec Software & Tech Svcs,2000-11-02
CCS Infotech Limited,2000-11-02
Celest Medichem Inc,2000-11-02
Central Sports Co Ltd,2000-11-02
Dix Kuroki Co Ltd,2000-11-02
Hansard Group PLC,2000-11-02
Liaoning Times Garments I&E,2000-11-02
UTi Worldwide Inc,2000-11-02
Banksia Wines Ltd,2000-11-03
BridgeDFS Ltd,2000-11-03
Canadian Financial Services NT,2000-11-03
China Specialised Fibre,2000-11-03
First Insurance Co Ltd,2000-11-03
HPAL Ltd,2000-11-03
OCPI,2000-11-03
Pacte Novation,2000-11-03
VRI Biomedical Ltd,2000-11-03
Holiday Entertainment Co Ltd,2000-11-05
Aludra Inc,2000-11-06
Fourth Generation Information,2000-11-06
Heiler Software AG,2000-11-06
Integrated Enviro-Capital Inc,2000-11-06
NRX Global Corporation,2000-11-06
Transmeta Corp,2000-11-06
Trivest Venture Fund,2000-11-06
Wige Media AG,2000-11-06
Home Media Corp,2000-11-07
Innocable,2000-11-07
Wildcat Exploration Ltd,2000-11-07
Bank of Cyprus PCL,2000-11-08
INFICON Holding AG,2000-11-08
Kushal Software Ltd,2000-11-08
Markor Intl Furniture Co Ltd,2000-11-08
ReNeuron Group PLC,2000-11-08
U-RIGHT Intl Hldg Ltd,2000-11-08
Go2pharmacy.com Inc,2000-11-09
Luminent Inc,2000-11-09
Risc Technology,2000-11-09
Solar Energy Systems Ltd,2000-11-09
Askul Corp,2000-11-10
AeroGen Inc,2000-11-10
Computer Access Technology,2000-11-10
Electrofuel Inc,2000-11-10
Fortune Infotech Ltd,2000-11-10
Quester VCT 4 Plc,2000-11-10
Triax CaRTS Trust,2000-11-10
Syngenta AG,2000-11-11
Computer Pictures Corp,2000-11-12
Adolor Corp,2000-11-13
Biolitec AG,2000-11-13
Creative Eye Limited,2000-11-13
Funkwerk AG,2000-11-13
Gale Pacific Ltd,2000-11-13
National Telecoms Group Ltd,2000-11-13
Orion Power Holdings Inc,2000-11-13
QPSX Ltd,2000-11-13
Silentpoint PLC,2000-11-13
Tripod Technology Corp,2000-11-13
easyJet PLC,2000-11-14
FFastFill PLC,2000-11-14
QIS Ventures Inc,2000-11-14
ST Synergy Ltd,2000-11-14
SHL Telemedicine Ltd,2000-11-14
Kunming Pharm Corp,2000-11-14
Anhui Chaodong Cement Co Ltd,2000-11-15
Call Centre Alliance SA,2000-11-15
Codico SA,2000-11-15
Essential Petroleum Resources,2000-11-15
Expocentric PLC,2000-11-15
Geo Co Ltd,2000-11-15
Lohia Securities Limited,2000-11-15
Novatel Wireless Inc,2000-11-15
Singapore Exchange,2000-11-15
Nihon Trim Co Ltd,2000-11-15
Bank Restaurant Group PLC,2000-11-16
Beacon Power Corp,2000-11-16
Gericom AG,2000-11-16
Nihon Optical Co Ltd,2000-11-16
Nippon Veneer & Plywood,2000-11-16
Array Biopharma Inc,2000-11-17
Baoshan Iron & Steel Co Ltd,2000-11-17
Changchun Gas Co Ltd,2000-11-17
Info Svcs Intl-Dentsu Ltd,2000-11-17
Dromana Estate Ltd,2000-11-17
Driver Energy Services Inc,2000-11-17
Dynacare Inc,2000-11-17
Forval Telecom Inc,2000-11-17
Grid Capital Corp,2000-11-17
Guangdong Hualong Grp Co Ltd,2000-11-17
Hafei Aviation Industry Co Ltd,2000-11-17
Me Myself & Eye Film und TV,2000-11-17
Novozymes A/S,2000-11-17
e-m-s New Media AG,2000-11-18
Deutsche Post AG,2000-11-19
Lead Data Inc,2000-11-19
Alliance Fiber Optic Products,2000-11-20
Almont Capital Corp,2000-11-20
First Venture Capital,2000-11-20
GROUP Technologies AG,2000-11-20
iMagicTV,2000-11-20
Jupiter European Opportunities,2000-11-20
Kensington Group PLC,2000-11-20
Longbow Energy Corp,2000-11-20
Neue Sentimental Film AG,2000-11-20
Nextware Ltd,2000-11-20
Searchlight Venture Corp,2000-11-20
Telefonica Moviles SA,2000-11-20
Telekom Austria AG,2000-11-20
Totalise PLC,2000-11-20
Willmott Forests Ltd,2000-11-20
Barra Resources Ltd,2000-11-21
Datamonitor PLC,2000-11-21
Fidia SpA,2000-11-21
Genetix,2000-11-21
PipeHawk PLC,2000-11-21
Uoki Co Ltd,2000-11-21
Xi'an Typical Industries Co,2000-11-21
China Minsheng Banking Corp,2000-11-21
Andhi Chandra Automotive Pdts,2000-11-22
Aussiecover Ltd,2000-11-22
GeneMedix,2000-11-22
Gowa Makassar Tourism Devt Tbk,2000-11-22
Japan Digital Contents Inc,2000-11-22
Utfors AB,2000-11-22
World Life Sciences PLC,2000-11-22
Comtrade AG,2000-11-23
Cyberes PLC,2000-11-23
Dongwon F&B Co Ltd,2000-11-23
E&Tech Co Ltd,2000-11-23
Hidefield Gold PLC,2000-11-23
Laser Investment Group PLC,2000-11-23
Loftus Pooled Development Ltd,2000-11-23
P&T Technology AG,2000-11-23
Pancake House Inc,2000-11-23
Radium Life Technology Co Ltd,2000-11-23
AEM Torino SpA,2000-11-24
BioProspect Ltd,2000-11-24
Dromeas(Globe),2000-11-24
HAL Concepts Ltd,2000-11-24
Nucleus Bioscience Inc,2000-11-24
Sirius Telecommunications Ltd,2000-11-24
Star Cruises PLC,2000-11-24
Wood Friends Co Ltd,2000-11-24
Wuhan Yangtze Commun Ind Grp,2000-11-24
King Wan Corp Ltd,2000-11-25
SmarTeam Corp,2000-11-25
Hifunda.com Ltd,2000-11-27
Tanaka Seimitsu Kogyo Co Ltd,2000-11-27
Tomato Technologies Ltd,2000-11-27
Vijaya Bank,2000-11-27
Bradford & Bingley Bldg Socty,2000-11-28
Chinacom Technologies Inc,2000-11-28
Corra Capital Corp,2000-11-28
Gansu Jiu Grp Hongxing Iron,2000-11-28
Lan Tai Industrial Co Ltd,2000-11-28
Mainland Headwear Hldg Ltd,2000-11-28
Mottram Holdings PLC,2000-11-28
Paragon AG,2000-11-28
Rigel Pharmaceuticals Inc,2000-11-28
Sinotrans Air Transp Dvlp Co,2000-11-28
Toei Animation Co Ltd,2000-11-28
V Technology Co Ltd,2000-11-28
ADR Global Enterprises Ltd,2000-11-29
Conder Environmental PLC,2000-11-29
Global View Co Ltd,2000-11-29
Groupe Soditech,2000-11-29
Guangxi Wuzhou Commun Co Ltd,2000-11-29
Knowledge Tech Solutions PLC,2000-11-29
Meiko Electronics Co Ltd,2000-11-29
Mission Testing PLC,2000-11-29
Nanhai Development Co Ltd,2000-11-29
Saeco International Group SpA,2000-11-29
Shanghai Zhenhua Port Mach Co,2000-11-29
Sylvania Resources Ltd,2000-11-29
BioTissue Technologies AG,2000-11-29
V & K Softech Limited,2000-11-29
AXYZ Co Ltd,2000-11-30
ConjuChem Inc,2000-11-30
Envirotrain Capital Corp,2000-11-30
Finelot Plc,2000-11-30
Generics Group Ltd,2000-11-30
GlycoDesign Inc,2000-11-30
Interbrew SA,2000-11-30
Point Inc,2000-11-30
Power Leisure,2000-11-30
Reply SpA,2000-11-30
Site Design Co Ltd,2000-11-30
Advance Capital Invest PLC,2000-12-01
CA Dominion Resources LP VI,2000-12-01
Commander Communications Ltd,2000-12-01
Prime Network Inc,2000-12-01
Riberesute Corp,2000-12-01
Sefton Resources Inc,2000-12-01
Telenor ASA,2000-12-03
Aim VCT2 PLC,2000-12-04
Digital Atheneum Technology Co,2000-12-04
Haisan Resources Bhd,2000-12-04
Henan Topfond Pharm Co Ltd,2000-12-04
MediClin AG,2000-12-04
Okayama Paper Industries,2000-12-04
Softbrain Co Ltd,2000-12-04
Sourcesmiith Industries Inc,2000-12-04
TV Cidade SA,2000-12-04
Xinjiang Dushanzi Tianli High,2000-12-04
EM Systems Co Ltd,2000-12-05
Engineering-Ingegneria Info,2000-12-05
LP Lammas International Ltd,2000-12-05
Stellar International Inc,2000-12-05
Digital Garage Inc,2000-12-05
CSS Stellar PLC,2000-12-06
Dyviacom Intrabumi Tbk PT,2000-12-06
FLE,2000-12-06
Meliorbanca SpA,2000-12-06
Sunpot Co Ltd,2000-12-06
Trasy Gold Ex Ltd,2000-12-06
Softbank Investment Corp,2000-12-06
American Physicians Capital,2000-12-07
Australian Heritage Group Ltd,2000-12-07
Britannic Global Income Trust,2000-12-07
Cal-Comp Electn(TH)PCL,2000-12-07
Dandong Shuguang Vehicle Axle,2000-12-07
Everest Intl Invest Ltd,2000-12-07
Harvard Bioscience Inc,2000-12-07
Incisive Media,2000-12-07
Intercede Group Plc,2000-12-07
Intec Web and Genome,2000-12-07
Maconomy A/S,2000-12-07
ML Defined Income & Growth,2000-12-07
Reins International,2000-12-07
Saven Technologies Limited,2000-12-07
Shenyang Coml City Co Ltd,2000-12-07
Specialty Laboratories Inc,2000-12-07
WP Stewart & Co Ltd,2000-12-07
Biotron Ltd,2000-12-08
Gemplus Intl SA,2000-12-08
Kawanishi Co Ltd,2000-12-08
Maier & Partner AG,2000-12-08
RiverSoft Technologies Ltd,2000-12-08
Showa Shinku Co Ltd,2000-12-08
Garmin Ltd,2000-12-08
Adlabs Films Ltd,2000-12-11
Alkane Energy PLC,2000-12-11
Appareo Software Inc,2000-12-11
Beijing Orient Electn Grp Co,2000-12-11
CVS Bay Area Inc,2000-12-11
Clio Tools.com Ltd,2000-12-11
Cybird Co Ltd,2000-12-11
European Diamonds PLC,2000-12-11
Framlington Global Financial,2000-12-11
Fushun Special Steel Co Ltd,2000-12-11
GenVec Inc,2000-12-11
Hudson Soft Co Ltd,2000-12-11
Qingdao Aucma Co Ltd,2000-12-11
RealVision Inc,2000-12-11
Tibet Summit Industrial Co Ltd,2000-12-11
Time2Learn PLC(Birchin),2000-12-11
Tsuruya Shoe Store Co Ltd,2000-12-11
Vacon Oyj,2000-12-11
Fujian Longking Co Ltd,2000-12-12
Green World Holdings Ltd,2000-12-12
Aodechen Industry Co Ltd,2000-12-12
Surface Tech PLC,2000-12-12
Tongda Group Holdings Ltd,2000-12-12
WavePOINT Systems Inc,2000-12-12
World Trade Bun Kee Ltd,2000-12-12
Chaoda Modern Agriculture,2000-12-13
Dongwoo M&FC Co Ltd,2000-12-13
Emperor Entertainment Grp Ltd,2000-12-13
Global Green Tech Group Ltd,2000-12-13
Karisma Capital Corp,2000-12-13
Kahiloa,2000-12-13
MEDIASEEK,2000-12-13
Queensland Ores Ltd,2000-12-13
SSH Commun Sec Oy,2000-12-13
Tonghua Grape Wine Co Ltd,2000-12-13
Yantai Wanhua Polyurethanes Co,2000-12-13
Babylon Technologies Inc,2000-12-14
Comeleon Plc,2000-12-14
Dunsmuir Ventures Ltd,2000-12-14
i-documentsystems Group PLC,2000-12-14
Novena Holdings Ltd,2000-12-14
Resources Connection Inc,2000-12-14
SNC Equity Inc,2000-12-14
Shinih Enterprise Co Ltd,2000-12-14
Unefon SA de CV,2000-12-14
Weathernews Inc,2000-12-14
Atlantic SA,2000-12-15
Creststreet 2000 Ltd Prtnrship,2000-12-15
Dynamic Commercial Finance Plc,2000-12-15
Orco Property Group SA,2000-12-15
Sino Golf Holdings Ltd,2000-12-15
TPA Strategic Holdings Ltd,2000-12-15
Taiwan Paiho Ltd,2000-12-15
TM Technology Inc,2000-12-16
Environmental Polymer Products,2000-12-18
Kingray New Materials Science,2000-12-18
Mudanjiang Hengfeng Paper Co,2000-12-18
Southport Capital Corp,2000-12-18
AEM-Evertech Holdings Ltd,2000-12-19
Beanstalk Capital Corp,2000-12-19
Chongqing Changjiang River,2000-12-19
Eastern Star Gas Ltd,2000-12-19
Jiangsu Hongdou Ind Co Ltd,2000-12-19
NCE Flow-Through (2000-2) LP,2000-12-19
Nexia Biotechnologies Ltd,2000-12-19
Planar Semiconductor Inc,2000-12-19
Quaestus Ltd,2000-12-19
Context Energy Inc,2000-12-20
Jiangsu Expressway Co Ltd,2000-12-20
Technibureau SA,2000-12-20
Zhongken Agricultural Resource,2000-12-20
ABC Learning Centres Ltd,2000-12-21
Agricultural Bank of Greece SA,2000-12-21
Compumedics Ltd,2000-12-21
Dmail Group SpA,2000-12-21
eBizcuss.com,2000-12-21
Killam Properties Inc,2000-12-21
Mindready Solutions Inc,2000-12-21
Minotaur Resources Ltd,2000-12-21
Nordic Oil & Gas Ltd,2000-12-21
QDM Ventures Ltd,2000-12-21
Sichuan Tianyi Science&Tech,2000-12-21
UI Energy Corp,2000-12-21
Western Oil Sands Inc,2000-12-21
Tibet Tianlu Communications Co,2000-12-21
CMP 2000 Resource Limited,2000-12-22
Micro Mining Technologies Ltd,2000-12-22
Nantong Jiangshan Agrochemical,2000-12-22
Soluteck Holdings Ltd,2000-12-22
Technology and Resource,2000-12-22
Zhejiang Tiantong Electn Co,2000-12-22
Weida(M)Bhd,2000-12-26
Craig Music & Ent Inc,2000-12-27
First Mobile Grp Hldgs Ltd,2000-12-27
Loop Telecommunication Intl,2000-12-27
Offshore Telecom PLC,2000-12-27
Silicon Acquisition Inc,2000-12-27
Grenville Gold Corp,2000-12-28
Guangzhou Pharm Co Ltd,2000-12-29
Ranhill Bhd,2000-12-29
Contrarian Resource 2000 LP,2000-12-30
Beijing Gehua CATV Network Co,2000-12-30
Beijing Bus Co Ltd,2001-01-02
Deutsche EuroShop AG,2001-01-02
Guangdong Mingzhu Ball Valve,2001-01-02
Horizon Industries Ltd,2001-01-02
Arsenal Capital Inc,2001-01-03
Haddington Intl Resources Ltd,2001-01-03
MosChip Semiconductor Tech Ltd,2001-01-03
NeoWave Inc,2001-01-03
Wealthmark Intl(Hldgs)Ltd,2001-01-04
Hyflux Ltd,2001-01-08
Kiu Hung Intl Hldgs Ltd,2001-01-09
Baoding Tianwei Baobian Elec,2001-01-10
Guangxi Guidong Elec Power Co,2001-01-10
Shanghai Kai Kai Ind Co Ltd,2001-01-10
Westlinks Resources Ltd,2001-01-10
Beijing Tianhong Baoye RE,2001-01-11
Cross Border Capital Inc,2001-01-11
Goldfield Industries Inc,2001-01-11
Henan Pinggao Electric Co Ltd,2001-01-11
Northern Aim VCT PLC,2001-01-11
PanGlobel.com Inc,2001-01-11
Sichuan Dikang Sci & Tech,2001-01-11
Stockmartnet Holdings Ltd,2001-01-11
VTEC CapitalCorp,2001-01-11
Homeloans Ltd,2001-01-12
Hunter Hall International Ltd,2001-01-12
